운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한
환경부(한국자동차환경협회),kbs 부산방송총국,1,DC차데모+AC3상+DC콤보,부산광역시,수영구,부산광역시 수영구 수영로 429,제한없음
환경부(한국자동차환경협회),kbs 부산방송총국,11,DC콤보,부산광역시,수영구,부산광역시 수영구 수영로 429,제한없음
환경부(한국자동차환경협회),kbs 부산방송총국,12,DC콤보,부산광역시,수영구,부산광역시 수영구 수영로 429,제한없음
환경부(한국자동차환경협회),국립부산과학관,11,DC콤보,부산광역시,기장군,부산광역시 기장군 기장읍 석산리 293,제한없음
환경부(한국자동차환경협회),국립부산과학관,12,DC콤보,부산광역시,기장군,부산광역시 기장군 기장읍 석산리 293,제한없음
환경부(한국자동차환경협회),기장군청,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 기장읍 기장대로 560(기장대로 560),제한없음
환경부(한국자동차환경협회),기장시장 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 대라리 70-1,제한없음
환경부(한국자동차환경협회),기장현대드림볼파크,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 일광면 동백리 409,제한없음
환경부(한국자동차환경협회),기장현대드림볼파크,11,DC콤보,부산광역시,기장군,부산광역시 기장군 일광면 동백리 409,제한없음
환경부(한국자동차환경협회),기장현대드림볼파크,12,DC콤보,부산광역시,기장군,부산광역시 기장군 일광면 동백리 409,제한없음
환경부(한국자동차환경협회),기장현대차드림볼파크,1,DC콤보,부산광역시,기장군,부산광역시 기장군 일광면 동백리 425-1,제한없음
환경부(한국자동차환경협회),기장현대차드림볼파크,2,DC콤보,부산광역시,기장군,부산광역시 기장군 일광면 동백리 425-1,제한없음
환경부(한국자동차환경협회),김해공항,1,DC차데모+AC3상+DC콤보,부산광역시,강서구,부산광역시 강서구 공항진입로 108,제한없음
환경부(한국자동차환경협회),김해공항,2,DC차데모+AC3상+DC콤보,부산광역시,강서구,부산광역시 강서구 공항진입로 108,제한없음
환경부(한국자동차환경협회),남산역 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,금정구,"부산광역시 금정구 중앙대로 2030, 주차장 입구 정면(남산동 893-8)",제한없음
환경부(한국자동차환경협회),대저역 (대저차량기지) ,91,DC콤보,부산광역시,강서구,부산광역시 강서구 대저1동 1619,제한없음
환경부(한국자동차환경협회),덕천 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,북구,부산광역시 북구 덕천동 457-1,제한없음
환경부(한국자동차환경협회),동래역 공영주차장 ,1,DC차데모+AC3상+DC콤보,부산광역시,동래구,부산광역시 동래구 중앙대로 1324,제한없음
환경부(한국자동차환경협회),동원 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,북구,부산광역시 북구 만덕동 934,제한없음
환경부(한국자동차환경협회),롯데마트 광복점,1,DC차데모+AC3상+DC콤보,부산광역시,중구,부산광역시 중구 중앙대로2 (중앙동7가),제한없음
환경부(한국자동차환경협회),롯데마트 동래점,1,DC차데모+AC3상+DC콤보,부산광역시,동래구,부산광역시 동래구 중앙대로 1393 (온천동),제한없음
환경부(한국자동차환경협회),롯데마트 부산점,1,DC차데모+AC3상+DC콤보,부산광역시,부산진구,부산광역시 부산진구 신천대로 241,제한없음
환경부(한국자동차환경협회),롯데마트 사상점,1,DC차데모+AC3상+DC콤보,부산광역시,사상구,부산광역시 사상구 낙동대로 733 (엄궁동),제한없음
환경부(한국자동차환경협회),롯데마트 사하점,1,DC차데모+AC3상+DC콤보,부산광역시,사하구,"부산광역시 사하구 을숙도대로 610, 지상주차장 4층(장림동 1033-2)",제한없음
환경부(한국자동차환경협회),롯데마트 화명점,1,DC차데모+AC3상+DC콤보,부산광역시,북구,부산광역시 북구 화명대로 47(화명동),제한없음
환경부(한국자동차환경협회),망미동 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,수영구,부산광역시 수영구 망미동 979-73,제한없음
환경부(한국자동차환경협회),명장동 공영주차장 ,1,DC콤보,부산광역시,동래구,부산광역시 동래구 명장동 538,제한없음
환경부(한국자동차환경협회),바다별 어린이집,1,DC콤보,부산광역시,남구,부산광역시 남구 용당동 454-2,제한없음
환경부(한국자동차환경협회),바다별 어린이집,2,DC콤보,부산광역시,남구,부산광역시 남구 용당동 454-2,제한없음
환경부(한국자동차환경협회),부산 어린이 대공원,1,DC차데모+AC3상+DC콤보,부산광역시,부산진구,부산광역시 부산진구 성지곡로 3,제한없음
환경부(한국자동차환경협회),부산 해군회관,91,DC콤보,부산광역시,남구,부산광역시 남구 용호동 947-1,제한없음
환경부(한국자동차환경협회),부산도서관,21,DC콤보,부산광역시,사상구,부산광역시 사상구 덕포동 415-2,제한없음
환경부(한국자동차환경협회),부산도서관,22,DC콤보,부산광역시,사상구,부산광역시 사상구 덕포동 415-2,제한없음
환경부(한국자동차환경협회),부산도시공사,21,DC콤보,부산광역시,부산진구,부산광역시 부산진구 신천대로 156,제한없음
환경부(한국자동차환경협회),부산도시공사,22,DC콤보,부산광역시,부산진구,부산광역시 부산진구 신천대로 156,제한없음
환경부(한국자동차환경협회),부산동부경찰서,1,DC콤보,부산광역시,동구,부산광역시 동구 중앙대로 387,제한없음
환경부(한국자동차환경협회),부산시 교육청,1,DC차데모+AC3상+DC콤보,부산광역시,부산진구,부산광역시 부산진구 화지로 12,제한없음
환경부(한국자동차환경협회),부산시민공원 지하 주차장,1,DC차데모+AC3상+DC콤보,부산광역시,부산진구,부산광역시 부산진구 시민공원로 73,제한없음
환경부(한국자동차환경협회),부산아시아드보조경기장VIP주차장,1,DC차데모+AC3상+DC콤보,부산광역시,연제구,부산광역시 연제구 거제동 1312,제한없음
환경부(한국자동차환경협회),부산아시아드보조경기장VIP주차장,2,DC차데모+AC3상+DC콤보,부산광역시,연제구,부산광역시 연제구 거제동 1312,제한없음
환경부(한국자동차환경협회),부산아시아드보조경기장VIP주차장,11,DC콤보,부산광역시,연제구,부산광역시 연제구 거제동 1312,제한없음
환경부(한국자동차환경협회),부산아시아드보조경기장VIP주차장,12,DC콤보,부산광역시,연제구,부산광역시 연제구 거제동 1312,제한없음
환경부(한국자동차환경협회),부산아시아드보조경기장VIP주차장,51,DC콤보,부산광역시,연제구,부산광역시 연제구 거제동 1312,제한없음
환경부(한국자동차환경협회),부산아시아드보조경기장VIP주차장,52,DC콤보,부산광역시,연제구,부산광역시 연제구 거제동 1312,제한없음
환경부(한국자동차환경협회),부산영도경찰서,1,DC콤보,부산광역시,영도구,부산광역시 영도구 태종로 46,제한없음
환경부(한국자동차환경협회),부산조선해양기자재공업협동조합,1,DC차데모+AC3상+DC콤보,부산광역시,강서구,부산광역시 강서구 미음산단로295번길 10,제한없음
환경부(한국자동차환경협회),부산지방경찰청 앞 민원인 주차장,1,DC차데모+AC3상+DC콤보,부산광역시,연제구,부산광역시 연제구 중앙대로 999,제한없음
환경부(한국자동차환경협회),부산진구청 지하1층 주차장,1,DC차데모+AC3상+DC콤보,부산광역시,부산진구,부산광역시 부산진구 시민공원로 30 출구쪽,제한없음
환경부(한국자동차환경협회),부산테크노파크 종합물류경영기술지원센터,1,DC차데모+AC3상+DC콤보,부산광역시,영도구,부산광역시 영도구 해양로 435-1 한국조선해양기자재연구원옆,제한없음
환경부(한국자동차환경협회),부산현대미술관,1,DC콤보,부산광역시,사하구,부산광역시 사하구 낙동남로 1191,제한없음
환경부(한국자동차환경협회),부산현대미술관,2,DC콤보,부산광역시,사하구,부산광역시 사하구 낙동남로 1191,제한없음
환경부(한국자동차환경협회),부산현대미술관,3,DC콤보,부산광역시,사하구,부산광역시 사하구 낙동남로 1191,제한없음
환경부(한국자동차환경협회),부산환경공단 명지사업소,1,DC차데모+AC3상+DC콤보,부산광역시,강서구,"부산광역시 강서구 명지오션시티13로 12-11, 주차장 입구 왼쪽(명지동 3226-1)",제한없음
환경부(한국자동차환경협회),부산환경공단 명지사업소,91,DC콤보,부산광역시,강서구,부산광역시 강서구 명지오션시티 13로 12-11,제한없음
환경부(한국자동차환경협회),부전역 공영주차장,11,DC콤보,부산광역시,부산진구,부산광역시 부산진구 부전1동 46,제한없음
환경부(한국자동차환경협회),부전역 공영주차장,12,DC콤보,부산광역시,부산진구,부산광역시 부산진구 부전1동 46,제한없음
환경부(한국자동차환경협회),사하경찰서,1,DC차데모+AC3상+DC콤보,부산광역시,사하구,부산광역시 사하구 을숙도대로 665,제한없음
환경부(한국자동차환경협회),삼락재첩거리,1,DC차데모+AC3상+DC콤보,부산광역시,사상구,부산광역시 사상구 낙동대로 1518번길 26,제한없음
환경부(한국자동차환경협회),수변공원,1,DC차데모+AC3상+DC콤보,부산광역시,수영구,부산광역시 수영구 민락수변로 95,제한없음
환경부(한국자동차환경협회),신해운대역(제7508부대 면회실),1,DC콤보,부산광역시,해운대구,부산광역시 해운대구 좌동 사서함 321-16호,제한없음
환경부(한국자동차환경협회),신해운대역(제7508부대 면회실),91,DC콤보,부산광역시,해운대구,부산광역시 해운대구 좌동 사서함 321-16호,제한없음
환경부(한국자동차환경협회),암남동주민센터,1,DC콤보,부산광역시,서구,부산광역시 서구 암남동 89-1,제한없음
환경부(한국자동차환경협회),엄궁초등학교지하 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,사상구,부산광역시 사상구 엄궁로191번길 23(엄궁동),제한없음
환경부(한국자동차환경협회),영도구청,11,DC콤보,부산광역시,영도구,부산광역시 영도구 태종로 423,제한없음
환경부(한국자동차환경협회),영도구청,12,DC콤보,부산광역시,영도구,부산광역시 영도구 태종로 423,제한없음
환경부(한국자동차환경협회),오일마트주유소,1,DC콤보,부산광역시,사하구,부산광역시 사하구 을숙도대로 767,제한없음
환경부(한국자동차환경협회),온천장역 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,동래구,부산광역시 동래구 중앙대로 1495-10공영주차장(온천동 156-13),제한없음
환경부(한국자동차환경협회),용두산 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,중구,부산광역시 중구 대청로 116번길 3,제한없음
환경부(한국자동차환경협회),용호만유람선터미널,21,DC콤보,부산광역시,남구,부산광역시 남구 분포로 101,제한없음
환경부(한국자동차환경협회),용호만유람선터미널,22,DC콤보,부산광역시,남구,부산광역시 남구 분포로 101,제한없음
환경부(한국자동차환경협회),이마트 T명지S점,21,DC콤보,부산광역시,강서구,부산광역시 강서구 명지국제6로 168,제한없음
환경부(한국자동차환경협회),이마트 T명지S점,22,DC콤보,부산광역시,강서구,부산광역시 강서구 명지국제6로 168,제한없음
환경부(한국자동차환경협회),이마트 금정점,1,DC차데모,부산광역시,금정구,"부산광역시 금정구 중앙대로1841번길 24, 지상주차장 3층 73구역(구서동 368)",제한없음
환경부(한국자동차환경협회),이마트 문현점,1,DC차데모+AC3상,부산광역시,남구,"부산광역시 남구 전포대로91번길 47, 지상주차장 4층 A구역(문현동 751)",제한없음
환경부(한국자동차환경협회),이마트 연제점,1,DC차데모+AC3상,부산광역시,연제구,"부산광역시 연제구 연수로 89, 지하주차장 1층 E구역(연산동 822-7)",제한없음
환경부(한국자동차환경협회),이마트 해운대점,1,DC차데모+AC3상+DC콤보,부산광역시,해운대구,"부산광역시 해운대구 좌동순환로 511, 지상주차장 4층 F구역(중동 1767)",제한없음
환경부(한국자동차환경협회),장안읍사무소,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 장안읍 좌방길 5,제한없음
환경부(한국자동차환경협회),장안천야구장,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 장안읍 고무로 294,제한없음
환경부(한국자동차환경협회),장안휴게소(부산방향),1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 장안읍 명례리 835,제한없음
환경부(한국자동차환경협회),장안휴게소(부산방향),91,DC콤보,부산광역시,기장군,부산광역시 기장군 장안읍 동해고속도로 25,제한없음
환경부(한국자동차환경협회),장안휴게소(울산방향),1,DC차데모+AC3상+DC콤보,부산광역시,기장군,"부산광역시 기장군 장안읍 동해고속도로 26, 휴게소와 LPG충전소 사이(명례리 산78-1)",제한없음
환경부(한국자동차환경협회),장안휴게소(울산방향),91,DC콤보,부산광역시,기장군,부산광역시 기장군 장안읍 동해고속도로 26,제한없음
환경부(한국자동차환경협회),장전역 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,금정구,부산광역시 금정구 장전1동 242,제한없음
환경부(한국자동차환경협회),정관노인복지관,11,DC콤보,부산광역시,기장군,부산광역시 기장군 정관읍 정관중앙로 83-14,제한없음
환경부(한국자동차환경협회),정관노인복지관,12,DC콤보,부산광역시,기장군,부산광역시 기장군 정관읍 정관중앙로 83-14,제한없음
환경부(한국자동차환경협회),정관보건지소,11,DC콤보,부산광역시,기장군,부산광역시 기장군 정관읍 용수로 11,제한없음
환경부(한국자동차환경협회),정관보건지소,12,DC콤보,부산광역시,기장군,부산광역시 기장군 정관읍 용수로 11,제한없음
환경부(한국자동차환경협회),정관읍사무소,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,"부산광역시 기장군 정관읍 용수로 4, 입구 우측",제한없음
환경부(한국자동차환경협회),종합사회복지관,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 기장읍 차성로 206,제한없음
환경부(한국자동차환경협회),중동역 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,해운대구,부산광역시 해운대구 해운대로 731,제한없음
환경부(한국자동차환경협회),철마면사무소,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 철마면 철마면 485,제한없음
환경부(한국자동차환경협회),철마체육시설,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 철마면 철마로 543,제한없음
환경부(한국자동차환경협회),하단역 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,사하구,"부산광역시 사하구 하신중앙로 313, 주차장 출구 오른쪽(하단1동 599)",제한없음
환경부(한국자동차환경협회),학장천 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,사상구,"부산광역시 사상구 가야대로 309, 주차장 입구 정면(주례동 1233-7)",제한없음
환경부(한국자동차환경협회),한국공항공사 부산지역본부 김해공항 옥외주차장,21,DC콤보,부산광역시,강서구,부산광역시 강서구 공항진입로 108,제한없음
환경부(한국자동차환경협회),한국공항공사 부산지역본부 김해공항 옥외주차장,22,DC콤보,부산광역시,강서구,부산광역시 강서구 공항진입로 108,제한없음
환경부(한국자동차환경협회),한국공항공사 부산지역본부 김해공항 옥외주차장,23,DC콤보,부산광역시,강서구,부산광역시 강서구 공항진입로 108,제한없음
환경부(한국자동차환경협회),한국공항공사 부산지역본부 김해공항 옥외주차장,24,DC콤보,부산광역시,강서구,부산광역시 강서구 공항진입로 108,제한없음
환경부(한국자동차환경협회),한국공항공사 부산지역본부 김해공항 주차빌딩,21,DC콤보,부산광역시,강서구,부산광역시 강서구 대저2동 2764,제한없음
환경부(한국자동차환경협회),한국공항공사 부산지역본부 김해공항 주차빌딩,22,DC콤보,부산광역시,강서구,부산광역시 강서구 대저2동 2764,제한없음
환경부(한국자동차환경협회),한국공항공사 부산지역본부 김해공항 주차빌딩,23,DC콤보,부산광역시,강서구,부산광역시 강서구 대저2동 2764,제한없음
환경부(한국자동차환경협회),한국공항공사 부산지역본부 김해공항 주차빌딩,24,DC콤보,부산광역시,강서구,부산광역시 강서구 대저2동 2764,제한없음
환경부(한국자동차환경협회),한국마사회 부산경남지역본부,1,DC차데모+AC3상+DC콤보,부산광역시,강서구,부산광역시 강서구 가락대로 929,제한없음
환경부(한국자동차환경협회),한국수력원자력 고리원자력본부,21,DC콤보,부산광역시,기장군,부산광역시 기장군 장안읍 길천리 300,제한없음
환경부(한국자동차환경협회),한국수력원자력 고리원자력본부,22,DC콤보,부산광역시,기장군,부산광역시 기장군 장안읍 길천리 300,제한없음
환경부(한국자동차환경협회),해성스포렉스 주차장,1,DC콤보,부산광역시,강서구,부산광역시 강서구 공항진입로42번길20,제한없음
환경부(한국자동차환경협회),해성스포렉스 주차장,2,DC콤보,부산광역시,강서구,부산광역시 강서구 공항진입로42번길20,제한없음
환경부(한국자동차환경협회),해운대자동차검사소,1,DC콤보,부산광역시,해운대구,부산광역시 해운대구 센텀동로 201,제한없음
환경부(한국자동차환경협회),해운대자동차검사소,2,DC콤보,부산광역시,해운대구,부산광역시 해운대구 센텀동로 201,제한없음
환경부(한국자동차환경협회),홈플러스 아시아드점,1,DC차데모+AC3상,부산광역시,연제구,"부산광역시 연제구 종합운동장로 7, 지하주차장 1층 35구역(거제동 1208)",제한없음
환경부(한국자동차환경협회),홈플러스 영도점,1,DC차데모,부산광역시,영도구,"부산광역시 영도구 대교로14번길 57, 지상주차장 3층 410구역(봉래동2가 151-1)",제한없음
GS칼텍스,동아주유소,1,DC콤보,부산광역시,사하구,부산광역시 사하구 낙동대로 112주유소 출구 부근,제한없음
GS칼텍스,동아주유소,2,DC콤보,부산광역시,사하구,부산광역시 사하구 낙동대로 112주유소 출구 부근,제한없음
GS칼텍스,동화주유소,1,DC콤보,부산광역시,해운대구,부산광역시 해운대구 해운대로 211주유소 사무실 건물 사이(재송동 658-1),제한없음
GS칼텍스,동화주유소,2,DC콤보,부산광역시,해운대구,부산광역시 해운대구 해운대로 211주유소 사무실 건물 사이(재송동 658-1),제한없음
GS칼텍스,마리나타운주유소,1,DC콤보,부산광역시,해운대구,부산광역시 해운대구 해운대해변로 44마리나타운주유소,제한없음
GS칼텍스,마리나타운주유소,2,DC콤보,부산광역시,해운대구,부산광역시 해운대구 해운대해변로 44마리나타운주유소,제한없음
GS칼텍스,부산달맞이주유소,1,DC콤보,부산광역시,해운대구,부산광역시 해운대구 달맞이길 57주유소 출구 부근(중동 1779),제한없음
GS칼텍스,부산달맞이주유소,2,DC콤보,부산광역시,해운대구,부산광역시 해운대구 달맞이길 57주유소 출구 부근(중동 1779),제한없음
GS칼텍스,영풍주유소,1,DC콤보,부산광역시,금정구,부산광역시 금정구 중앙대로 1782GS칼텍스 영풍주유소(14-3 영풍주유소),제한없음
GS칼텍스,영풍주유소,2,DC콤보,부산광역시,금정구,부산광역시 금정구 중앙대로 1782GS칼텍스 영풍주유소(14-3 영풍주유소),제한없음
GS칼텍스,해운주유소,1,DC콤보,부산광역시,해운대구,부산광역시 해운대구 해운대로 615해운주유소,제한없음
GS칼텍스,해운주유소,2,DC콤보,부산광역시,해운대구,부산광역시 해운대구 해운대로 615해운주유소,제한없음
제주전기자동차서비스,KT 모터스,1,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 예림1로 6,제한없음
제주전기자동차서비스,KT 모터스,2,AC완속,부산광역시,기장군,부산광역시 기장군 정관읍 예림1로 6,제한없음
제주전기자동차서비스,㈜우리은행 부전동금융센터,1,AC완속,부산광역시,부산진구,부산광역시 부산진구 중앙대로 697(254-1 우리은행부전동지점),제한없음
제주전기자동차서비스,나라키움 부산통합청사,1,DC차데모+AC3상+DC콤보,부산광역시,연제구,부산광역시 연제구 거제대로 222부산종합청사 지하주차장 1층,제한없음
제주전기자동차서비스,낙동강오리알,1,AC완속,부산광역시,강서구,부산광역시 강서구 상덕로 35-1낙동강오리알,제한없음
제주전기자동차서비스,낙동강오리알,2,AC완속,부산광역시,강서구,부산광역시 강서구 상덕로 35-1낙동강오리알,제한없음
제주전기자동차서비스,동부산아이존빌아파트,1,AC완속,부산광역시,영도구,부산광역시 영도구 영선대로 98,제한없음
제주전기자동차서비스,동부산아이존빌아파트,2,AC완속,부산광역시,영도구,부산광역시 영도구 영선대로 98,제한없음
제주전기자동차서비스,동부산아이존빌아파트,3,AC완속,부산광역시,영도구,부산광역시 영도구 영선대로 98,제한없음
제주전기자동차서비스,동부산아이존빌아파트,4,AC완속,부산광역시,영도구,부산광역시 영도구 영선대로 98,제한없음
제주전기자동차서비스,동부산아이존빌아파트,5,AC완속,부산광역시,영도구,부산광역시 영도구 영선대로 98,제한없음
제주전기자동차서비스,동부산아이존빌아파트,6,AC완속,부산광역시,영도구,부산광역시 영도구 영선대로 98,제한없음
제주전기자동차서비스,동의대학교,1,AC완속,부산광역시,부산진구,부산광역시 부산진구 엄광로 176,제한없음
제주전기자동차서비스,동의대학교,2,AC완속,부산광역시,부산진구,부산광역시 부산진구 엄광로 176,제한없음
제주전기자동차서비스,브라운도트호텔수영,1,AC완속,부산광역시,수영구,부산광역시 수영구 망미번영로52번길 112,제한없음
제주전기자동차서비스,브라운도트호텔수영,2,AC완속,부산광역시,수영구,부산광역시 수영구 망미번영로52번길 112,제한없음
제주전기자동차서비스,영도대원아파트,1,AC완속,부산광역시,영도구,부산광역시 영도구 남항새싹길 79,제한없음
제주전기자동차서비스,영도대원아파트,2,AC완속,부산광역시,영도구,부산광역시 영도구 남항새싹길 79,제한없음
제주전기자동차서비스,영도대원아파트,3,AC완속,부산광역시,영도구,부산광역시 영도구 남항새싹길 79,제한없음
제주전기자동차서비스,영도대원아파트,4,AC완속,부산광역시,영도구,부산광역시 영도구 남항새싹길 79,제한없음
제주전기자동차서비스,학장반도보라타운,1,AC완속,부산광역시,사상구,부산광역시 사상구 대동로 94학장반도보라타운,제한없음
제주전기자동차서비스,학장반도보라타운,2,AC완속,부산광역시,사상구,부산광역시 사상구 대동로 94학장반도보라타운,제한없음
제주전기자동차서비스,협신자동차서비스 사상서비스,1,AC완속,부산광역시,사상구,부산광역시 사상구 가야대로 181,제한없음
제주전기자동차서비스,홍우산업,1,AC완속,부산광역시,영도구,부산광역시 영도구 남항로19번길 8,제한없음
한국전력,Green Pole(경남공고옆),3,DC차데모+AC3상+DC콤보,부산광역시,부산진구,부산광역시 부산진구 전포대로 189번경남공고옆 도로 전주부착형 충전소(전포대로 189번),제한없음
한국전력,Green Pole(곡상골),1,AC완속,부산광역시,사상구,부산광역시 사상구 모라동 1345-7,제한없음
한국전력,Green Pole(반여부산은행),1,AC완속,부산광역시,해운대구,부산광역시 해운대구 반여동 1291-562,제한없음
한국전력,Green Pole(삼환맨션),1,DC차데모+AC3상+DC콤보,부산광역시,동래구,부산광역시 동래구 수안동 34-13,제한없음
한국전력,Green Pole(서면BMW인근),1,AC완속,부산광역시,부산진구,부산광역시 부산진구 전포동 631-15,제한없음
한국전력,Green Pole(서면중앙시장),1,AC완속,부산광역시,부산진구,부산광역시 부산진구 전포동 608-1,제한없음
한국전력,Green Pole(송정해수욕장),1,AC완속,부산광역시,해운대구,부산광역시 해운대구 송정동 706-1,제한없음
한국전력,Green Pole(송정해수욕장),2,AC완속,부산광역시,해운대구,부산광역시 해운대구 송정동 706-1,제한없음
한국전력,Green Pole(화신칼라1),1,AC완속,부산광역시,동구,부산광역시 동구 범일동 830-15,제한없음
한국전력,Green Pole(화신칼라2),1,AC완속,부산광역시,동구,부산광역시 동구 범일동 830-72,제한없음
한국전력,가구거리 공영주차장,1,DC콤보,부산광역시,동구,부산광역시 동구 중앙대로 471-10(범일동 183),제한없음
한국전력,가덕도동 행정복지센터,1,DC콤보,부산광역시,강서구,부산광역시 강서구 동선길 10(가덕도동 행정복지센터),제한없음
한국전력,감전역 역세권 공영주차장,1,DC콤보,부산광역시,사상구,부산광역시 사상구 사상로 지하 93-1공영주차장,제한없음
한국전력,강서경찰서,1,DC콤보,부산광역시,강서구,부산광역시 강서구 명지국제1로 305(607-5 부산강서경찰서),제한없음
한국전력,강서구청 역세권 공영주차장,1,DC콤보,부산광역시,강서구,부산광역시 강서구 낙동북로 477(2300 강서구청),제한없음
한국전력,강서구청 역세권 공영주차장,2,DC콤보,부산광역시,강서구,부산광역시 강서구 낙동북로 477(2300 강서구청),제한없음
한국전력,강서구청 주차장,1,DC콤보,부산광역시,강서구,부산광역시 강서구 낙동북로 477주차장,제한없음
한국전력,강서구청 주차장,2,DC콤보,부산광역시,강서구,부산광역시 강서구 낙동북로 477주차장,제한없음
한국전력,강서브라이트센터,1,DC콤보,부산광역시,강서구,부산광역시 강서구 공항로811번길 10(1932-1 강서브라이트센터),제한없음
한국전력,강서브라이트센터,2,DC콤보,부산광역시,강서구,부산광역시 강서구 공항로811번길 10(1932-1 강서브라이트센터),제한없음
한국전력,거제1동 공영주차장,1,DC콤보,부산광역시,연제구,부산광역시 연제구 세병로 68(1466-17 온천천쌍용예가),제한없음
한국전력,건설안전시험사업소,1,DC콤보,부산광역시,금정구,부산광역시 금정구 개좌로239번길 39(450 건설안전시험사업소),제한없음
한국전력,구서역,1,DC차데모+AC3상+DC콤보,부산광역시,금정구,부산광역시 금정구 구서동 475,제한없음
한국전력,구포2동 공영주차장,1,DC콤보,부산광역시,북구,부산광역시 북구 낙동북로681번길 23(구포2동 행정복지센터),제한없음
한국전력,국립 해양박물관,1,DC차데모+AC3상+DC콤보,부산광역시,영도구,부산광역시 영도구 동삼동 1156,제한없음
한국전력,국립 해양박물관,2,DC차데모+AC3상+DC콤보,부산광역시,영도구,부산광역시 영도구 동삼동 1156,제한없음
한국전력,국립 해양박물관,3,DC차데모+AC3상+DC콤보,부산광역시,영도구,부산광역시 영도구 동삼동 1156,제한없음
한국전력,국립 해양박물관,4,DC차데모+AC3상+DC콤보,부산광역시,영도구,부산광역시 영도구 동삼동 1156,제한없음
한국전력,국립수산과학관,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 기장읍 시랑리 408-1,제한없음
한국전력,국민건강보험공단,1,DC콤보,부산광역시,사하구,부산광역시 사하구 하신중앙로 171(신평동 646-1),제한없음
한국전력,군민체육공원,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 일광면 원리 39,제한없음
한국전력,금정구청,1,DC콤보,부산광역시,금정구,부산광역시 금정구 중앙대로 1777(78 금정구청),제한없음
한국전력,기장지사,1,DC차데모+AC3상+DC콤보,부산광역시,기장군,부산광역시 기장군 기장읍 청강로 24기장지사 사옥 내 주차장(2층),제한없음
한국전력,낙동강하구에코센터,1,DC콤보,부산광역시,사하구,부산광역시 사하구 낙동남로 1250(하단동 1150-8),제한없음
한국전력,남구국민체육센터,1,DC콤보,부산광역시,남구,부산광역시 남구 백운포로 110(895-18 남구국민체육센터),제한없음
한국전력,남구청 서편 주차장,1,DC콤보,부산광역시,남구,부산광역시 남구 못골로 19,제한없음
한국전력,남구청 서편 주차장,2,DC콤보,부산광역시,남구,부산광역시 남구 못골로 19,제한없음
한국전력,남부산지사,1,DC차데모+AC3상+DC콤보,부산광역시,해운대구,부산광역시 해운대구 해운대해변로113,제한없음
한국전력,남해지방해양경찰청,1,DC콤보,부산광역시,동구,부산광역시 동구 충장대로 325(68-889 남해지방해양경찰청),제한없음
한국전력,남해지방해양경찰청,2,DC콤보,부산광역시,동구,부산광역시 동구 충장대로 325(68-889 남해지방해양경찰청),제한없음
한국전력,녹산산단 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,강서구,부산광역시 강서구 녹산산단262로50번길 53,제한없음
한국전력,대리천 공영주차장,1,DC차데모+AC3상+DC콤보,부산광역시,북구,부산광역시 북구 금곡대로 7번길 35,제한없음
한국전력,동구체육공원 공영주차장,1,DC콤보,부산광역시,동구,부산광역시 동구 수정공원로 63(712-148 공영주차장),제한없음
한국전력,롯데몰 동부산점,1,DC콤보,부산광역시,기장군,부산광역시 기장군 기장읍 당사리 524,제한없음
한국전력,롯데몰 동부산점,2,DC콤보,부산광역시,기장군,부산광역시 기장군 기장읍 당사리 524,제한없음
한국전력,롯데몰 동부산점,3,DC콤보,부산광역시,기장군,부산광역시 기장군 기장읍 당사리 524,제한없음
한국전력,롯데몰 동부산점,4,DC콤보,부산광역시,기장군,부산광역시 기장군 기장읍 당사리 524,제한없음
한국전력,르네시떼,1,DC콤보,부산광역시,사상구,부산광역시 사상구 광장로 7,제한없음
